-23.51	0.82	0.37
-16.26	0.92	0.37
-12.32	0.93	0.43
-12	0.95	0.49
-14.12	0.96	0.39
-18.18	0.97	0.58
-17.09	0.98	0.57
-14.24	0.97	0.64
-13.19	0.96	0.56
-13.6	0.96	0.41
-17.63	0.95	0.41
-17.06	0.95	0.44
-15.59	0.95	0.61
-15.27	0.95	0.64
-16.59	0.94	0.41
-20.29	0.9	0.35
-22.09	0.48	0.14
-21.84	0.15	0.18
-22.46	0.17	0.25
-26.31	0.35	0.18
-28.07	0.9	0.3
-21.75	0.91	0.39
-15.59	0.94	0.39
-11.44	0.95	0.62
-12.22	0.96	0.51
-12.01	0.96	0.23
-8.94	0.96	0.55
-7.56	0.96	0.72
-9.32	0.95	0.68
-11.79	0.95	0.67
-13.94	0.96	0.54
-17.19	0.99	0.69
-16.57	0.99	0.78
-16.76	0.99	0.75
-17.78	0.99	0.77
-18.01	0.96	0.56
-18.76	0.94	0.48
-19.52	0.91	0.42
-24.55	0.84	0.22
-24.88	0.38	0.26
-22.51	0.05	0.3
-22.86	-0	0.46
-25.88	0.09	0.48
-28.34	0.5	0.4
-27.05	0.83	0.25
-23.54	0.92	0.18
-22.09	0.95	0.44
-21.33	0.97	0.41
-22.44	0.99	0.71
-20.72	0.99	0.76
-19.99	0.99	0.78
-19.3	0.99	0.73
-19.14	0.99	0.74
-18.79	0.99	0.71
-18.78	0.99	0.72
-19.09	0.99	0.68
-20.13	0.99	0.67
-21.56	0.99	0.68
-23.87	1	0.6
-30.45	0.99	0.27
-37.66	0.97	0.29
-39.04	0.88	0.29
-43.97	0.65	0.21
-45.62	0.66	0.07
-32.64	0.95	0.65
-32.24	0.96	0.72
-36.49	0.97	0.68
-100	0	0
-58.91	0.65	0.25
-48.16	0.84	0.32
-43.94	0.58	0.32
-40.63	0.42	0.5
-41.03	0.4	0.46
-45.94	0.31	0.19
-44.88	0.27	0.46
-43.65	0.24	0.46
-45.93	0.21	0.37
-49.13	0.1	0.15
-47.51	0.16	0.36
-48.04	0.18	0.39
-56.1	0.06	0.2
-61.35	0	0.2
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-35.06	0.78	0.48
-19.06	0.96	0.38
-12.95	0.97	0.42
-13.47	0.96	0.4
-16.93	0.96	0.23
-13.52	0.97	0.55
-10.24	0.97	0.73
-8.87	0.97	0.68
-9.05	0.97	0.7
-10.28	0.97	0.74
-13.64	0.97	0.61
-18.71	0.97	0.47
-25.72	0.98	0.47
-30.15	0.73	0.35
-31.13	0.34	0.66
-32.74	0.17	0.64
-36.63	-0.05	0.52
-39.1	-0.12	0.45
-41.51	-0.05	0.28
-42.35	-0.02	0.21
-41.92	-0.03	0.28
-42.81	0.08	0.21
-42.39	0.06	0.36
-41.35	-0	0.36
-42.27	-0.01	0.32
-43.54	-0.01	0.35
-48.57	0.01	0.22
-52.2	0.03	0.24
-51.05	0.03	0.2
-49.4	0.12	0.21
-49.52	0.2	0.18
-50.41	0.4	0.15
-52.52	0.43	0.24
-68.94	0	0
-100	0	0
-50.84	0.48	0.26
-45.7	0.5	0.23
-43.07	0.53	0.28
-39.77	0.55	0.24
-36.45	0.71	0.35
-36.15	0.8	0.28
-18.83	0.93	0.31
-10.43	0.98	0.62
-7.57	0.98	0.68
-6.8	0.97	0.66
-7.59	0.97	0.74
-10.47	0.97	0.5
-17.32	0.98	0.19
-11.51	0.98	0.57
-9.28	0.98	0.77
-9.7	0.97	0.76
-12.99	0.98	0.67
-16.13	0.98	0.68
-16.32	0.99	0.76
-16.69	0.99	0.74
-16.5	0.99	0.7
-14.74	0.98	0.64
-12.95	0.98	0.71
-13.3	0.98	0.68
-15.24	0.98	0.56
-16.48	0.99	0.68
-16.51	1	0.85
-17.55	1	0.78
-21.63	0.99	0.77
-27.6	0.99	0.61
-34.76	0.98	0.54
-32.7	0.95	0.61
-30.04	0.96	0.31
-30.13	0.97	0.26
-30.42	0.97	0.27
-23.14	0.96	0.42
-17.4	0.97	0.52
-16.18	0.96	0.68
-17.32	0.96	0.61
-21.39	0.97	0.53
-22.41	0.97	0.53
-19.02	0.97	0.52
-12.94	0.97	0.67
-10.64	0.96	0.75
-9.77	0.97	0.74
-9.88	0.97	0.69
-12.93	0.97	0.46
-15.98	0.98	0.52
-15.88	0.98	0.61
-14.51	0.98	0.71
-14.27	0.97	0.72
-16.95	0.97	0.49
-23.88	0.92	0.3
-29.79	0.58	0.37
-32.41	0.23	0.24
-33	0.27	0.34
-33.51	0.37	0.33
-34.03	0.7	0.19
-23.47	0.96	0.32
-19.51	0.97	0.4
-17.43	0.98	0.55
-18.19	0.98	0.54
-16.91	0.96	0.43
-16.3	0.96	0.48
-17.82	0.95	0.35
-24.96	0.94	0.14
-29.28	0.71	0.35
-30.52	0.42	0.31
-32.28	0.23	0.2
-34.25	0.2	0.34
-33	0.56	0.23
-17.45	0.97	0.35
-9.03	0.97	0.51
-6.19	0.97	0.66
-7.32	0.97	0.64
-11.37	0.97	0.34
-16.49	0.99	0.57
-19.32	0.99	0.46
-22.93	0.98	0.33
-31.86	0.95	0.4
-36.27	0.87	0.45
-38.65	0.82	0.37
-42.09	0.7	0.37
-43.29	0.65	0.45
-44.54	0.58	0.26
-46.18	0.61	0.21
-31.27	0.96	0.11
-28.88	0.98	0.44
-28.49	0.97	0.44
-25.1	0.96	0.5
-25.14	0.96	0.5
-39.5	0.84	0.21
-37.81	0.42	0.37
-35.9	0.31	0.35
-37.67	0.19	0.25
-40.08	0.15	0.22
-43.24	0.09	0.28
-40.92	0.22	0.31
-40.45	0.24	0.32
-43.52	0.19	0.28
-50.23	0.17	0.2
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-54.3	0.33	0.15
-19.54	0.9	0.49
-13.5	0.93	0.55
-11.13	0.96	0.66
-11.6	0.97	0.55
-13.95	0.98	0.65
-15.23	0.99	0.71
-16.65	0.99	0.78
-16.33	0.99	0.83
-16.88	0.99	0.79
-18.44	0.99	0.75
-18.46	0.99	0.7
-15.79	0.98	0.46
-13	0.97	0.49
-10.78	0.96	0.56
-11.34	0.95	0.46
-13.66	0.95	0.39
-22.61	0.94	0.25
-28	0.92	0.23
-30.2	0.87	0.27
-34.08	0.81	0.33
-39.54	0.8	0.32
-46.48	0.85	0.21
-48.06	0.8	0.12
-17.8	0.94	0.18
-9.42	0.96	0.54
-8.09	0.96	0.58
-10.3	0.95	0.38
-13.71	0.94	0.58
-13.72	0.94	0.63
-13.61	0.95	0.52
-15.86	0.96	0.33
-21.55	0.98	0.52
-23.97	0.98	0.53
-25.84	0.98	0.54
-26.12	0.97	0.33
-24.66	0.96	0.66
-26.45	0.95	0.66
-38.75	0.84	0.34
-37.05	0.85	0.31
-37.01	0.85	0.35
-38.95	0.74	0.29
-40.16	0.73	0.26
-37.53	0.34	0.31
-31.51	0.1	0.39
-30.22	0.02	0.35
-29.75	-0.03	0.4
-30.78	-0.05	0.34
-32.86	-0.03	0.35
-33.25	-0.02	0.3
-31.31	-0.03	0.33
-30.54	-0.02	0.43
-32.55	-0.01	0.37
-43.6	0.1	0.16
-59.66	0	0.16
-68.48	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-60.71	0.39	0
-26.64	0.95	0.36
-21.01	0.95	0.33
-16.12	0.96	0.58
-13.81	0.97	0.66
-12.57	0.98	0.74
-11.89	0.98	0.74
-11.73	0.98	0.74
-11.65	0.99	0.74
-12.09	0.99	0.73
-12.48	0.99	0.7
-12.87	0.99	0.67
-10.3	0.97	0.44
-8.09	0.97	0.56
-7.92	0.97	0.66
-10.48	0.96	0.6
-15.87	0.93	0.4
-21.21	0.67	0.21
-23.89	0.25	0.33
-25.04	0.34	0.38
-26.72	0.72	0.46
-22.99	0.98	0.48
-18.39	0.99	0.7
-16.22	0.98	0.73
-15.29	0.97	0.69
-11.27	0.95	0.5
-10.31	0.94	0.67
-12.33	0.94	0.69
-17.15	0.94	0.59
-20.1	0.65	0.41
-21.73	0.03	0.18
-22.79	-0.17	0.19
-24.48	-0.18	0.16
-24.37	-0.18	0.14
-24.3	0.04	0.19
-19.42	0.88	0.35
-13.03	0.95	0.47
-10.14	0.95	0.51
-8.22	0.95	0.62
-9.38	0.96	0.61
-14.48	0.97	0.23
-20.22	0.98	0.54
-18.04	0.98	0.66
-14.84	0.98	0.72
-13.31	0.96	0.69
-12.99	0.95	0.56
-12.41	0.96	0.68
-14.01	0.96	0.57
-19.25	0.92	0.43
-22.56	0.82	0.43
-23.97	0.78	0.48
-23.51	0.86	0.6
-21.6	0.93	0.62
-17.97	0.94	0.53
-15.36	0.95	0.54
-13	0.96	0.4
-12.65	0.97	0.49
-13.51	0.97	0.46
-17.84	0.97	0.46
-19.08	0.98	0.68
-18.46	0.99	0.79
-20.74	0.99	0.72
-24.78	0.95	0.37
-23.96	0.92	0.14
-22.16	0.95	0.3
-18.12	0.94	0.18
-13.93	0.96	0.47
-9.64	0.96	0.59
-8.61	0.96	0.69
-8	0.95	0.65
-7.8	0.96	0.7
-10.12	0.96	0.58
-17.22	0.96	0.28
-23.75	0.97	0.52
-18.25	0.95	0.39
-12.53	0.95	0.67
-9.96	0.96	0.77
-10.19	0.97	0.73
-12.49	0.97	0.62
-16.63	0.96	0.44
-22.4	0.81	0.26
-25.65	0.5	0.24
-27.75	0.28	0.24
-29.87	0.34	0.36
-32.34	0.56	0.38
-30.48	0.91	0.16
-22.79	0.94	0.34
-17.54	0.92	0.32
-16.75	0.92	0.42
-17.71	0.93	0.5
-22.49	0.95	0.38
-27.71	0.96	0.35
-36.05	0.93	0.41
-38.72	0.95	0.59
-33.42	0.45	0.17
-31.99	0.56	0.17
-15.65	0.97	0.37
-12.61	0.97	0.66
-11.71	0.97	0.7
-13.89	0.97	0.6
-16.92	0.96	0.58
-17.08	0.97	0.65
-16.36	0.97	0.61
-14.4	0.97	0.71
-15.19	0.97	0.64
-16.06	0.97	0.55
-20.17	0.96	0.3
-22.66	0.89	0.4
-26.87	0.6	0.24
-29.43	0.49	0.29
-28.24	0.89	0.19
-25.04	0.97	0.47
-22.49	0.98	0.62
-23.56	0.98	0.55
-23.95	0.98	0.34
-24.93	0.97	0.36
-27.99	0.93	0.21
-27.34	0.24	0.15
-23.82	-0.14	0.15
-22	-0.1	0.19
-21.57	-0.04	0.24
-22.6	-0	0.22
-24.29	0.06	0.25
-25.98	0.26	0.18
-22.65	0.92	0.28
-19.22	0.96	0.42
-17.01	0.96	0.56
-17.97	0.95	0.57
-19.42	0.96	0.44
-23.02	0.97	0.37
-27.87	0.94	0.27
-34.25	0.76	0.17
-34.69	0.79	0.17
-32.33	0.92	0.43
-32.49	0.94	0.33
-39.6	0.92	0.33
-47.96	0.74	0.17
-63.64	0.33	0
-100	0	0
-50.23	0.08	0.2
-38.8	0.03	0.24
-35.58	0.01	0.17
-33.42	-0.02	0.24
-32.2	-0.02	0.2
-32.3	-0.04	0.18
-32.21	-0.03	0.21
-33.34	-0.02	0.34
-36.07	0	0.33
-38.48	0.02	0.23
-39.65	0.04	0.26
-43.84	0.04	0.35
-56.08	0	0.4
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-43.84	-0.08	0.19
-33.71	-0.22	0.37
-31.88	-0.19	0.31
-32.69	-0.17	0.38
-34.12	-0.11	0.36
-34.73	0.05	0.25
-33.72	0.16	0.28
-33.25	0.14	0.34
-35.28	0.18	0.35
-19.8	0.97	0.41
-14.57	0.98	0.59
-12.3	0.98	0.72
-12.07	0.97	0.69
-12.64	0.96	0.75
-14.66	0.97	0.69
-20.2	0.98	0.36
-30.97	0.98	0.36
-35.51	0.96	0.63
-35.63	0.95	0.66
-33.34	0.92	0.52
-20.74	0.96	0.27
-13.9	0.96	0.65
-12.17	0.95	0.8
-12.92	0.95	0.75
-14.74	0.95	0.76
-17.33	0.96	0.75
-20.95	0.97	0.7
-24.44	0.97	0.67
-27.9	0.98	0.34
-32.34	0.97	0.33
-38.84	0.93	0.56
-40.73	0.87	0.67
-41.77	0.84	0.65
-44.84	0.83	0.63
-50.84	0.84	0.31
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-36.04	0.91	0.16
-15.07	0.92	0.43
-11.46	0.93	0.55
-9.08	0.95	0.44
-8.6	0.95	0.51
-10.29	0.96	0.54
-15.29	0.97	0.29
-20.18	0.99	0.63
-19.35	0.98	0.51
-18.72	0.96	0.45
-17.94	0.97	0.29
-20.84	0.96	0.25
-24.1	0.65	0.24
-25.35	0.2	0.27
-24.68	-0.05	0.31
-24.29	-0.1	0.31
-26.45	0	0.33
-29.43	0.38	0.2
-30.8	0.76	0.24
-27.05	0.94	0.28
-21.46	0.97	0.32
-19.61	0.98	0.6
-18.3	0.99	0.76
-17.3	0.99	0.78
-16.05	0.99	0.77
-14.84	0.97	0.64
-12.54	0.96	0.62
-10.3	0.96	0.74
-9.3	0.96	0.75
-9.67	0.97	0.75
-13.04	0.97	0.48
-20.51	0.96	0.45
-18.88	0.92	0.47
-15.13	0.95	0.7
-13.9	0.95	0.74
-14.74	0.94	0.69
-16.13	0.93	0.64
-18.76	0.89	0.44
-22.66	0.47	0.12
-23.25	0.05	0.19
-24.13	-0.17	0.21
-22.4	-0.25	0.23
-21.44	-0.19	0.22
-23.71	-0.02	0.31
-28.57	0.42	0.39
-20.31	0.93	0.38
-16.13	0.95	0.48
-15.38	0.94	0.7
-18.58	0.95	0.45
-20.45	0.98	0.6
-19.95	0.97	0.55
-17.87	0.94	0.56
-17.72	0.92	0.62
-17.57	0.91	0.58
-18.21	0.91	0.59
-17.72	0.92	0.52
-18.75	0.94	0.52
-21	0.94	0.42
-27.47	0.98	0.28
-29.32	0.98	0.59
-29.61	0.99	0.62
-28.75	0.98	0.48
-29.31	0.96	0.32
-27.81	0.95	0.23
-29.06	0.95	0.53
-31.26	0.95	0.47
-35.49	0.91	0.24
-35.59	0.86	0.2
-32.42	0.56	0.3
-30.74	0.25	0.22
-30.82	-0.04	0.15
-29.68	-0.03	0.16
-29.35	0.04	0.17
-29.76	-0	0.17
-31.37	0	0.17
-31.91	-0.01	0.18
-33.65	-0	0.18
-36.35	0.12	0.24
-42.78	0.14	0.2
-58.68	0.12	0.2
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-68.48	0	0
-63.92	0	0.33
-58.45	0.14	0.14
-56.63	0.16	0.22
-55.52	0.25	0.17
-59.13	0.29	0.18
-60.83	0.18	0.18
-58.12	0.22	0.11
-57.22	0.17	0.09
-59.74	0.12	0.14
-59.09	0.22	0.21
-60.13	0.15	0.27
-63.91	0.35	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-48.64	0.97	0
-25.91	0.99	0.46
-22.73	0.99	0.61
-21.62	0.99	0.73
-22.75	0.99	0.74
-23.5	0.99	0.69
-21.1	0.88	0.4
-15.54	0.9	0.37
-9.19	0.95	0.54
-6.63	0.97	0.68
-7.55	0.97	0.52
-8	0.96	0.38
-5	0.96	0.73
-4.35	0.96	0.76
-6.07	0.96	0.63
-8.7	0.95	0.63
-11.48	0.95	0.66
-14.96	0.96	0.54
-17.92	0.98	0.57
-18.18	0.99	0.64
-17.71	0.98	0.64
-17.35	0.99	0.72
-17.05	0.99	0.78
-17.57	0.99	0.76
-18.4	0.98	0.63
-13.66	0.95	0.57
-10.22	0.94	0.76
-8.8	0.94	0.81
-9.61	0.93	0.76
-10.9	0.92	0.7
-13.64	0.92	0.6
-19.16	0.79	0.41
-20.33	0.05	0.17
-19.04	-0.13	0.26
-19.62	-0.19	0.12
-21.62	-0.21	0.15
-23.79	-0.12	0.27
-27.72	0.37	0.15
-21.38	0.98	0.37
-17.35	0.99	0.66
-16.53	0.99	0.72
-17.32	0.99	0.71
-17.33	0.97	0.71
-16.35	0.96	0.71
-16.3	0.96	0.77
-16.81	0.96	0.67
-18.62	0.97	0.66
-18.68	0.99	0.69
-18.89	0.99	0.83
-18.27	0.96	0.6
-16.71	0.89	0.6
-15.5	0.89	0.57
-15.66	0.88	0.55
-16.1	0.87	0.54
-15.57	0.87	0.66
-15.11	0.89	0.7
-17.12	0.9	0.52
-22.72	0.95	0.42
-22.46	0.94	0.22
-17.64	0.95	0.54
-14.33	0.96	0.74
-13.61	0.96	0.74
-14.19	0.96	0.75
-15.45	0.96	0.74
-17.31	0.97	0.74
-19.78	0.98	0.71
-23.26	0.91	0.6
-25.33	0.47	0.39
-25.6	0.06	0.21
-25.5	-0.02	0.16
-26.72	0.01	0.25
-28.99	0.06	0.33
-26.97	0.82	0.21
-21.16	0.87	0.47
-17.82	0.9	0.68
-14.99	0.88	0.59
-12.84	0.87	0.5
-11.19	0.89	0.4
-11.05	0.9	0.3
-11.93	0.93	0.37
-14.23	0.94	0.44
-19.41	0.96	0.35
-28.24	0.85	0.17
-29.41	0.83	0.28
-33.19	0.93	0.22
-37.74	0.92	0.32
-41.72	0.87	0.52
-38.46	0.81	0.26
-28.09	0.94	0.36
-23.9	0.95	0.28
-24.78	0.93	0.33
-24.62	0.42	0.21
-22.61	-0.04	0.16
-20.78	-0.18	0.19
-21.69	-0.2	0.19
-25	-0.1	0.27
-27.95	0.43	0.22
-28.05	0.82	0.29
-21.34	0.92	0.38
-18.08	0.93	0.49
-18.05	0.95	0.61
-18.67	0.96	0.48
-20.27	0.99	0.69
-19.91	0.99	0.73
-19.94	0.99	0.74
-17.26	0.97	0.63
-16.04	0.96	0.7
-16.77	0.95	0.66
-18.32	0.95	0.58
-22.64	0.89	0.26
-26.42	0.52	0.26
-29.19	0.31	0.22
-35.02	0.37	0.24
-33	0.89	0.15
-23.66	0.96	0.45
-18.23	0.95	0.35
-16.47	0.95	0.44
-16.72	0.95	0.44
-19.6	0.97	0.39
-19.83	0.95	0.49
-16.17	0.96	0.37
-16.05	0.96	0.46
-19.8	0.96	0.42
-25.23	0.76	0.35
-22.35	0.12	0.29
-21.27	0.04	0.23
-23.44	0.01	0.23
-26.47	0.06	0.3
-31.85	0.24	0.29
-48.7	0.51	0.26
-30.42	0.73	0.03
-24.38	0.74	0.21
-24.06	0.75	0.21
-21.06	0.94	0.42
-19.56	0.96	0.41
-20.77	0.97	0.51
-27.5	0.97	0.47
-29.6	0.99	0.32
-25.72	0.98	0.55
-23.73	0.99	0.65
-23.82	0.99	0.64
-24.14	0.98	0.66
-24.18	0.98	0.5
-21.15	0.97	0.36
-14.88	0.95	0.52
-12.15	0.95	0.59
-11.39	0.94	0.56
-12.27	0.95	0.62
-14.17	0.96	0.47
-17.5	0.96	0.53
-20.56	0.96	0.57
-18.34	0.96	0.47
-15.69	0.96	0.62
-14.73	0.96	0.61
-18.01	0.95	0.35
-21.46	0.8	0.34
-24.48	0.46	0.3
-27.82	0.38	0.28
-35.88	0.62	0.21
-31.51	0.98	0.13
-21.94	0.99	0.54
-18.39	0.99	0.75
-16.65	0.98	0.65
-17.24	0.98	0.54
-18.83	0.97	0.62
-19.83	0.99	0.65
-19.7	0.99	0.82
-19.66	0.99	0.81
-20.83	1	0.78
-23.81	1	0.67
-28.57	0.99	0.61
-33.07	0.96	0.57
-23.2	0.96	0.45
-21.24	0.96	0.57
-20.73	0.96	0.53
-23.23	0.96	0.44
-24.95	0.98	0.45
-23.91	0.99	0.71
-20.92	1	0.77
-18.61	0.99	0.77
-17.44	0.98	0.71
-17.42	0.98	0.62
-19.25	0.98	0.59
-23.03	0.98	0.45
-27.47	0.96	0.28
-27.2	0.8	0.27
-27.04	0.55	0.27
-26.75	0.36	0.33
-27.52	0.28	0.31
-28.39	0.2	0.39
-29.86	0.19	0.39
-32.69	0.37	0.28
-34.11	0.86	0.33
-24.47	0.95	0.23
-23.17	0.96	0.46
-23.5	0.96	0.48
-34.84	0.92	0.43
-35.5	0.89	0.38
-34.13	0.89	0.37
-33.12	0.58	0.34
-33.25	0.28	0.29
-34.19	0.1	0.51
-35.21	0.04	0.44
-37.54	0	0.32
-37.9	-0.01	0.27
-37.67	0	0.43
-38.45	0.01	0.38
-41.62	0.03	0.43
-45.43	0.05	0.4
-69.07	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-37.74	0.92	0.24
-37.62	0.92	0.23
-52.31	0.73	0.15
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-59.7	0.12	0.15
-59.7	0.12	0.15
-61.88	0.21	0
-56.29	0.34	0.22
-56.29	0.34	0.22
-59.57	0.16	0.26
-50.14	0.38	0.21
-48.32	0.36	0.23
-48.99	0.29	0.14
-44.96	0.44	0.23
-43.69	0.44	0.2
-46.01	0.42	0.35
-57.42	0.37	0.22
-53.82	0.83	0
-49.98	0.89	0.36
-49.98	0.89	0.36
-44.79	0.46	0.35
-18.23	0.89	0.37
-17.21	0.9	0.3
-19.72	0.98	0.55
-19.08	0.99	0.64
-17.93	0.99	0.62
-14.99	1	0.72
-13.02	0.99	0.76
-11.21	0.99	0.78
-10.62	0.99	0.7
-11.24	0.99	0.69
-10.46	0.99	0.68
-10.06	0.99	0.67
-8.61	0.99	0.7
-8.53	0.98	0.71
-9.01	0.97	0.68
-8.77	0.94	0.66
-9.26	0.92	0.56
-10.76	0.94	0.67
-14.6	0.96	0.58
-21.85	0.97	0.39
-23.99	0.96	0.35
-16.61	0.95	0.57
-13.75	0.93	0.72
-12.95	0.92	0.75
-13.55	0.92	0.77
-15.22	0.94	0.72
-17.58	0.97	0.73
-20.04	0.97	0.72
-22.78	0.97	0.66
-26.23	0.99	0.56
-28.72	0.99	0.61
-30.37	0.99	0.72
-35.52	0.99	0.56
-44.23	0.96	0.27
-60.7	0.69	0.17
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-69.04	0	0
-54.59	0.32	0.16
-52.9	0.31	0.15
-57.48	0.26	0.26
-62.47	0	0.24
-100	0	0
-56.69	0.42	0.09
-56.69	0.42	0.09
-56.69	0.42	0.09
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-52.52	0.86	0.19
-43.7	0.92	0.29
-22.96	1	0.28
-17.6	0.99	0.48
-15.85	0.99	0.65
-14.82	0.99	0.73
-14.06	0.99	0.73
-14.18	0.99	0.74
-13.77	0.99	0.73
-13.06	0.99	0.75
-12.04	0.99	0.75
-8.93	0.99	0.73
-7.02	0.99	0.76
-6.34	0.99	0.75
-6.52	0.99	0.75
-6.96	0.98	0.72
-7.15	0.98	0.69
-7.25	0.97	0.69
-6.75	0.97	0.73
-5.68	0.97	0.79
-5.63	0.97	0.8
-7.03	0.97	0.77
-9.95	0.97	0.69
-15.31	0.98	0.33
-21.11	0.99	0.5
-19.71	0.99	0.59
-14.48	0.98	0.68
-12.31	0.96	0.72
-12.13	0.94	0.58
-13.65	0.94	0.62
-16.56	0.96	0.51
-22.69	0.95	0.14
-28.61	0.72	0.19
-29.42	0.64	0.29
-30.43	0.73	0.34
-31.76	0.71	0.32
-29.59	0.77	0.22
-27.45	0.82	0.31
-25.86	0.87	0.42
-27.84	0.89	0.39
-33.82	0.91	0.24
-22.77	0.98	0.32
-17.39	0.98	0.47
-15.03	0.98	0.66
-12.54	0.98	0.67
-10.27	0.98	0.75
-9.72	0.98	0.77
-10.95	0.97	0.71
-14.41	0.96	0.58
-20.91	0.92	0.17
-15.31	0.95	0.56
-12.66	0.97	0.77
-11.96	0.97	0.78
-13.26	0.97	0.68
-16.44	0.97	0.46
-19.39	0.98	0.72
-18.85	0.99	0.75
-18.56	0.98	0.68
-17.12	0.95	0.59
-16.54	0.95	0.68
-16.1	0.97	0.68
-18.08	0.98	0.69
-19.04	0.99	0.73
-19.47	1	0.82
-21.31	1	0.74
-27.06	1	0.61
-31.18	0.98	0.75
-30.01	0.87	0.58
